,timepoint,time (s),index range around maximum,values range around maximum,max parabola,deviation (pixel),deviation (nm),threshold (nm),thresholded deviation
0,41.0,9.0,"(25, 26, 27, 28, 29, 30, 31)",[2860 3416 4066 4313 4007 3424 2929],28.01963915056708,-2.1859682490104326,-225.59192329787663,480.1736180008088,True
0,42.0,9.25,"(25, 26, 27, 28, 29, 30, 31)",[2854 3463 4105 4431 4202 3615 3026],28.10385050962655,-2.1017568899509627,-216.90131104293937,480.1736180008088,True
0,43.0,9.5,"(25, 26, 27, 28, 29, 30, 31)",[2755 3354 3980 4365 4151 3528 2975],28.133946830266122,-2.0716605693113905,-213.7953707529355,480.1736180008088,True
0,44.0,9.75,"(25, 26, 27, 28, 29, 30, 31)",[2807 3399 3995 4416 4248 3481 2728],28.018344883815995,-2.1872625157615175,-225.72549162658862,480.1736180008088,True
0,45.0,10.0,"(25, 26, 27, 28, 29, 30, 31)",[2821 3351 4020 4387 4117 3559 2959],28.10647829083418,-2.099129108743334,-216.63012402231206,480.1736180008088,True
0,46.0,10.25,"(25, 26, 27, 28, 29, 30, 31)",[2877 3472 4040 4405 4261 3506 2762],27.994137353434088,-2.2114700461434253,-228.22370876200148,480.1736180008088,True
0,47.0,10.5,"(25, 26, 27, 28, 29, 30, 31)",[2814 3425 4114 4493 4246 3509 2708],27.998251521823853,-2.2073558777536597,-227.79912658417766,480.1736180008088,True
0,48.0,10.75,"(25, 26, 27, 28, 29, 30, 31)",[2834 3457 4174 4583 4310 3453 2630],27.95590379008771,-2.249703609489803,-232.16941249934766,480.1736180008088,True
0,49.0,11.0,"(25, 26, 27, 28, 29, 30, 31)",[2706 3373 4107 4604 4492 3740 3008],28.194176308892423,-2.0114310906850896,-207.57968855870124,480.1736180008088,True
0,50.0,11.25,"(25, 26, 27, 28, 29, 30, 31)",[2631 3290 4044 4540 4443 3833 3141],28.306381681458184,-1.8992257181193288,-196.00009410991473,480.1736180008088,True
0,51.0,11.5,"(25, 26, 27, 28, 29, 30, 31)",[2678 3334 4092 4602 4572 3881 3128],28.28536109303868,-1.9202463065388322,-198.1694188348075,480.1736180008088,True
0,52.0,11.75,"(26, 27, 28, 29, 30, 31, 32)",[3214 4048 4812 4843 4061 3214 2481],28.604532998401655,-1.6010744011758575,-165.2308782013485,480.1736180008088,True
0,53.0,12.0,"(25, 26, 27, 28, 29, 30, 31)",[2662 3280 4141 4763 4695 3965 3173],28.31647848642078,-1.889128913156732,-194.95810383777473,480.1736180008088,True
0,54.0,12.25,"(25, 26, 27, 28, 29, 30, 31)",[2738 3330 4140 4685 4509 3931 3351],28.35914899592783,-1.8464584036496845,-190.55450725664744,480.1736180008088,True
0,55.0,12.5,"(26, 27, 28, 29, 30, 31, 32)",[3304 4070 4607 4613 3995 3261 2700],28.574167720185617,-1.631439679391896,-168.36457491324367,480.1736180008088,True
0,56.0,12.75,"(25, 26, 27, 28, 29, 30, 31)",[2871 3432 4074 4611 4460 3839 3251],28.261238463828807,-1.944368935748706,-200.65887416926645,480.1736180008088,True
0,57.0,13.0,"(25, 26, 27, 28, 29, 30, 31)",[2942 3519 4099 4426 4229 3638 3134],28.115047123822166,-2.0905602757553474,-215.74582045795185,480.1736180008088,True
0,58.0,13.25,"(25, 26, 27, 28, 29, 30, 31)",[3010 3666 4339 4556 4038 3442 2883],27.877969762419262,-2.327637637158251,-240.2122041547315,480.1736180008088,True
0,59.0,13.5,"(25, 26, 27, 28, 29, 30, 31)",[3223 3879 4464 4587 3909 3218 2701],27.627031125875874,-2.578576273701639,-266.1090714460091,480.1736180008088,True
0,60.0,13.75,"(25, 26, 27, 28, 29, 30, 31)",[3131 3774 4250 4370 4015 3380 2824],27.766720000000237,-2.4388873995772755,-251.69317963637482,480.1736180008088,True
0,61.0,14.0,"(25, 26, 27, 28, 29, 30, 31)",[3171 3842 4421 4494 3941 3275 2775],27.684743474347673,-2.5208639252298397,-260.15315708371946,480.1736180008088,True
0,62.0,14.25,"(24, 25, 26, 27, 28, 29, 30)",[2619 3123 3793 4315 4225 3647 3117],27.35309482349259,-2.852512576084923,-294.37929785196405,480.1736180008088,True
0,63.0,14.5,"(25, 26, 27, 28, 29, 30, 31)",[3062 3694 4178 4183 3715 3179 2695],27.66531911233465,-2.5402882872428627,-262.1577512434634,480.1736180008088,True
0,64.0,14.75,"(24, 25, 26, 27, 28, 29, 30)",[2616 3075 3766 4319 4267 3671 3046],27.34247990815197,-2.8631274914255442,-295.4747571151162,480.1736180008088,True
0,65.0,15.0,"(25, 26, 27, 28, 29, 30, 31)",[3126 3807 4253 4296 3865 3225 2709],27.65991264256272,-2.545694757014793,-262.71569892392665,480.1736180008088,True
0,66.0,15.25,"(24, 25, 26, 27, 28, 29, 30)",[2645 3233 3909 4434 4372 3738 3162],27.33490844654502,-2.8706989530324947,-296.25613195295347,480.1736180008088,True
0,67.0,15.5,"(25, 26, 27, 28, 29, 30, 31)",[3271 4021 4614 4619 3927 3170 2648],27.559638720353238,-2.645968679224275,-273.06396769594517,480.1736180008088,True
0,68.0,15.75,"(24, 25, 26, 27, 28, 29, 30)",[2608 3183 3981 4526 4378 3720 3034],27.275432502839234,-2.9301748967382792,-302.3940493433904,480.1736180008088,True
0,69.0,16.0,"(24, 25, 26, 27, 28, 29, 30)",[2759 3384 4060 4443 4336 3748 2991],27.179451090781548,-3.026156308795965,-312.2993310677436,480.1736180008088,True
0,70.0,16.25,"(24, 25, 26, 27, 28, 29, 30)",[2876 3428 4088 4608 4468 3790 3143],27.204034273474168,-3.001573126103345,-309.7623466138652,480.1736180008088,True
0,71.0,16.5,"(24, 25, 26, 27, 28, 29, 30)",[2702 3271 4074 4796 4705 3814 3124],27.272985174791444,-2.932622224786069,-302.64661359792234,480.1736180008088,True
0,72.0,16.75,"(24, 25, 26, 27, 28, 29, 30)",[2711 3377 4213 4777 4564 3755 3022],27.182425181829437,-3.023182217748076,-311.9924048716014,480.1736180008088,True
0,73.0,17.0,"(24, 25, 26, 27, 28, 29, 30)",[2713 3317 4150 4722 4521 3822 3140],27.25537221795896,-2.9502351816185524,-304.4642707430346,480.1736180008088,True
0,74.0,17.25,"(24, 25, 26, 27, 28, 29, 30)",[2714 3382 4196 4792 4627 3689 3012],27.17101781619375,-3.034589583383763,-313.16964500520436,480.1736180008088,True
0,75.0,17.5,"(24, 25, 26, 27, 28, 29, 30)",[2774 3353 4182 4706 4502 3718 2921],27.13636363636404,-3.0692437632134713,-316.7459563636302,480.1736180008088,True
0,76.0,17.75,"(24, 25, 26, 27, 28, 29, 30)",[2886 3441 4188 4676 4482 3761 3041],27.13916705351855,-3.0664403460589646,-316.45664371328513,480.1736180008088,True
0,77.0,18.0,"(24, 25, 26, 27, 28, 29, 30)",[3041 3636 4314 4675 4341 3651 3071],27.015632754342825,-3.189974645234688,-329.2053833882198,480.1736180008088,True
0,78.0,18.25,"(24, 25, 26, 27, 28, 29, 30)",[2981 3698 4440 4720 4389 3733 3127],27.04623322317434,-3.1593741764031726,-326.0474150048074,480.1736180008088,True
0,79.0,18.5,"(24, 25, 26, 27, 28, 29, 30)",[2913 3637 4449 4826 4452 3715 3090],27.064719859930364,-3.1408875396471494,-324.1395940915858,480.1736180008088,True
0,80.0,18.75,"(24, 25, 26, 27, 28, 29, 30)",[2797 3387 4248 4843 4631 3911 3206],27.249280980368052,-2.9563264192094607,-305.09288646241635,480.1736180008088,True
0,81.0,19.0,"(24, 25, 26, 27, 28, 29, 30)",[2809 3432 4324 4913 4662 3903 3300],27.257049486461664,-2.948557913115849,-304.2911766335556,480.1736180008088,True
0,82.0,19.25,"(24, 25, 26, 27, 28, 29, 30)",[2855 3470 4185 4730 4582 3783 3172],27.196274691767613,-3.0093327078099,-310.5631354459817,480.1736180008088,True
0,83.0,19.5,"(24, 25, 26, 27, 28, 29, 30)",[2864 3463 4224 4716 4519 3882 3299],27.256128309287423,-2.9494790902900903,-304.3862421179373,480.1736180008088,True
0,84.0,19.75,"(24, 25, 26, 27, 28, 29, 30)",[2789 3359 4252 4905 4694 3867 3139],27.223688904745327,-2.981918494832186,-307.7339886666816,480.1736180008088,True
0,85.0,20.0,"(24, 25, 26, 27, 28, 29, 30)",[2734 3381 4284 4893 4694 3924 3266],27.280988731370822,-2.9246186682066906,-301.8206465589305,480.1736180008088,True
0,86.0,20.25,"(24, 25, 26, 27, 28, 29, 30)",[2589 3205 4064 4736 4702 4068 3400],27.47038635026518,-2.735221049312333,-282.2748122890328,480.1736180008088,True
0,87.0,20.5,"(25, 26, 27, 28, 29, 30, 31)",[3235 4043 4789 4827 4190 3574 3052],27.788723835246685,-2.4168835643308277,-249.4223838389414,480.1736180008088,True
0,88.0,20.75,"(25, 26, 27, 28, 29, 30, 31)",[3416 4153 4703 4778 4293 3554 3030],27.700865176640466,-2.504742222937047,-258.48939740710324,480.1736180008088,True
0,89.0,21.0,"(24, 25, 26, 27, 28, 29, 30)",[2870 3539 4372 4912 4758 4152 3530],27.35829232610761,-2.847315073469904,-293.84291558209407,480.1736180008088,True
0,90.0,21.25,"(24, 25, 26, 27, 28, 29, 30)",[2968 3688 4453 4921 4787 4190 3580],27.32467266775819,-2.8809347318193232,-297.3124643237541,480.1736180008088,True
0,91.0,21.5,"(24, 25, 26, 27, 28, 29, 30)",[3205 4026 4706 4999 4666 3951 3380],27.0330875090542,-3.1725198905233114,-327.40405270200574,480.1736180008088,True
0,92.0,21.75,"(24, 25, 26, 27, 28, 29, 30)",[3227 3978 4741 5103 4718 3961 3343],27.02738565782084,-3.1782217417566727,-327.9924837492886,480.1736180008088,True
0,93.0,22.0,"(24, 25, 26, 27, 28, 29, 30)",[3360 4151 4812 4940 4426 3748 3265],26.845598996446128,-3.360008403131385,-346.75286720315887,480.1736180008088,True
0,94.0,22.25,"(23, 24, 25, 26, 27, 28, 29)",[2730 3459 4244 4845 4757 4207 3657],26.497300664451828,-3.708306735125685,-382.6972550649707,480.1736180008088,True
0,95.0,22.5,"(23, 24, 25, 26, 27, 28, 29)",[2819 3537 4386 4964 4810 4121 3460],26.328525141753385,-3.877082257824128,-400.11488900745,480.1736180008088,True
0,96.0,22.75,"(23, 24, 25, 26, 27, 28, 29)",[2882 3643 4430 4853 4561 3832 3262],26.157899776571977,-4.047707623005536,-417.72342669417134,480.1736180008088,True
0,97.0,23.0,"(23, 24, 25, 26, 27, 28, 29)",[2951 3762 4557 4925 4613 3898 3235],26.108722358722353,-4.09688504085516,-422.79853621625244,480.1736180008088,True
0,98.0,23.25,"(23, 24, 25, 26, 27, 28, 29)",[2765 3662 4428 4807 4580 3878 3208],26.175108317568796,-4.030499082008717,-415.9475052632996,480.1736180008088,True
0,99.0,23.5,"(23, 24, 25, 26, 27, 28, 29)",[2733 3468 4218 4684 4661 4142 3438],26.40356798457088,-3.8020394150066323,-392.3704676286844,480.1736180008088,True
0,100.0,23.75,"(23, 24, 25, 26, 27, 28, 29)",[2688 3386 4174 4712 4595 3946 3348],26.352687813021706,-3.8529195865558066,-397.62130133255926,480.1736180008088,True
0,101.0,24.0,"(23, 24, 25, 26, 27, 28, 29)",[2762 3464 4202 4745 4661 4077 3461],26.39248650892487,-3.8131208906526446,-393.5140759153529,480.1736180008088,True
0,102.0,24.25,"(24, 25, 26, 27, 28, 29, 30)",[3393 4109 4681 4740 4254 3630 3282],26.79200968523041,-3.4135977143471017,-352.28328412062086,480.1736180008088,True
0,103.0,24.5,"(24, 25, 26, 27, 28, 29, 30)",[3271 3980 4666 4830 4279 3686 3329],26.908665906499813,-3.2969414930777,-340.24436208561866,480.1736180008088,True
0,104.0,24.75,"(24, 25, 26, 27, 28, 29, 30)",[3155 3920 4653 4930 4456 3710 3331],26.99086679893315,-3.2147406006443617,-331.76122998649817,480.1736180008088,True
0,105.0,25.0,"(24, 25, 26, 27, 28, 29, 30)",[3096 3784 4525 4851 4478 3912 3397],27.11958703756851,-3.086020362009002,-318.477301359329,480.1736180008088,True
0,106.0,25.25,"(24, 25, 26, 27, 28, 29, 30)",[3085 3813 4548 4978 4608 3852 3318],27.081711682395458,-3.123895717182055,-322.3860380131881,480.1736180008088,True
0,107.0,25.5,"(24, 25, 26, 27, 28, 29, 30)",[2818 3612 4497 4959 4555 3828 3352],27.19439970263948,-3.0112076969380333,-310.756634324005,480.1736180008088,True
0,108.0,25.75,"(24, 25, 26, 27, 28, 29, 30)",[2894 3655 4430 4828 4512 3866 3342],27.185318892900526,-3.0202885066769873,-311.6937738890651,480.1736180008088,True
0,109.0,26.0,"(24, 25, 26, 27, 28, 29, 30)",[3007 3815 4499 4879 4482 3760 3276],27.067801116724677,-3.1378062828528357,-323.8216083904126,480.1736180008088,True
0,110.0,26.25,"(24, 25, 26, 27, 28, 29, 30)",[3173 4119 4921 5041 4406 3617 3211],26.870107858243852,-3.335499541333661,-344.2235526656338,480.1736180008088,True
0,111.0,26.5,"(23, 24, 25, 26, 27, 28, 29)",[2564 3274 4244 4939 4873 4302 3677],26.56823041126903,-3.637376988308482,-375.3773051934353,480.1736180008088,True
0,112.0,26.75,"(23, 24, 25, 26, 27, 28, 29)",[2499 3210 4204 4943 4867 4193 3607],26.542661804922524,-3.662945594654989,-378.01598536839487,480.1736180008088,True
0,113.0,27.0,"(24, 25, 26, 27, 28, 29, 30)",[3197 4025 4822 4962 4298 3616 3343],26.90653432588956,-3.2990730736879534,-340.4643412045968,480.1736180008088,True
0,114.0,27.25,"(24, 25, 26, 27, 28, 29, 30)",[3287 4106 4811 4884 4328 3705 3223],26.84617787960881,-3.359429519968703,-346.69312646077015,480.1736180008088,True
0,115.0,27.5,"(24, 25, 26, 27, 28, 29, 30)",[3312 4079 4793 4908 4357 3751 3333],26.88861225373497,-3.3169951458425437,-342.3138990509505,480.1736180008088,True
0,116.0,27.75,"(23, 24, 25, 26, 27, 28, 29)",[2720 3411 4232 4799 4724 4160 3741],26.550875790391746,-3.6547316091857667,-377.1683020679711,480.1736180008088,True
0,117.0,28.0,"(24, 25, 26, 27, 28, 29, 30)",[3415 4167 4721 4744 4109 3419 3119],26.64879649890628,-3.556810900671234,-367.06288494927134,480.1736180008088,True
0,118.0,28.25,"(23, 24, 25, 26, 27, 28, 29)",[2680 3417 4255 4841 4805 4183 3539],26.452359376011394,-3.753248023566119,-387.3351960320235,480.1736180008088,True
0,119.0,28.5,"(23, 24, 25, 26, 27, 28, 29)",[2724 3438 4340 4889 4633 3883 3370],26.29250234301781,-3.9131050565597043,-403.8324418369615,480.1736180008088,True
0,120.0,28.75,"(23, 24, 25, 26, 27, 28, 29)",[2793 3584 4434 4979 4688 3825 3290],26.198049445663123,-4.0075579539143895,-413.579980843965,480.1736180008088,True
0,121.0,29.0,"(23, 24, 25, 26, 27, 28, 29)",[2828 3547 4426 4903 4530 3778 3203],26.15537519142419,-4.0502322081533215,-417.98396388142277,480.1736180008088,True
0,122.0,29.25,"(23, 24, 25, 26, 27, 28, 29)",[2860 3625 4503 4985 4743 4111 3505],26.29776698416704,-3.9078404154104724,-403.2891308703608,480.1736180008088,True
0,123.0,29.5,"(23, 24, 25, 26, 27, 28, 29)",[2868 3601 4505 4994 4565 3809 3185],26.126499615861952,-4.0791077837155605,-420.9639232794458,480.1736180008088,True
0,124.0,29.75,"(23, 24, 25, 26, 27, 28, 29)",[2812 3602 4508 4978 4713 3968 3257],26.1977945443993,-4.007812855178212,-413.60628665439145,480.1736180008088,True
0,125.0,30.0,"(23, 24, 25, 26, 27, 28, 29)",[2872 3614 4470 4862 4492 3863 3323],26.182922065238614,-4.022685334338899,-415.1411265037744,480.1736180008088,True
0,126.0,30.25,"(23, 24, 25, 26, 27, 28, 29)",[2675 3465 4330 4872 4605 3850 3359],26.288128760156305,-3.9174786394212084,-404.28379558826873,480.1736180008088,True
0,127.0,30.5,"(23, 24, 25, 26, 27, 28, 29)",[2648 3474 4354 4908 4724 4093 3567],26.41463491862454,-3.7909724809529735,-391.22836003434685,480.1736180008088,True
0,128.0,30.75,"(23, 24, 25, 26, 27, 28, 29)",[2604 3231 4073 4748 4711 4138 3469],26.505407570598845,-3.7001998289786684,-381.8606223505986,480.1736180008088,True
0,129.0,31.0,"(24, 25, 26, 27, 28, 29, 30)",[3176 3975 4717 4797 4232 3621 3100],26.854554759468144,-3.351052640109369,-345.8286324592869,480.1736180008088,True
0,130.0,31.25,"(24, 25, 26, 27, 28, 29, 30)",[3104 3879 4689 4873 4291 3651 3266],26.962145110410486,-3.2434622891670273,-334.7253082420372,480.1736180008088,True
0,131.0,31.5,"(24, 25, 26, 27, 28, 29, 30)",[2965 3627 4436 4825 4372 3762 3395],27.16116058603891,-3.0444468135386025,-314.1869111571838,480.1736180008088,True
0,132.0,31.75,"(24, 25, 26, 27, 28, 29, 30)",[2881 3652 4548 4823 4207 3547 3258],27.058538554703663,-3.14706884487385,-324.7775047909813,480.1736180008088,True
0,133.0,32.0,"(24, 25, 26, 27, 28, 29, 30)",[2853 3623 4523 4836 4311 3568 3136],27.049713854474962,-3.1558935451025505,-325.6882138545832,480.1736180008088,True
0,134.0,32.25,"(24, 25, 26, 27, 28, 29, 30)",[2905 3693 4587 4824 4068 3295 3155],26.94335271706476,-3.2622546825127543,-336.6646832353162,480.1736180008088,True
0,135.0,32.5,"(24, 25, 26, 27, 28, 29, 30)",[2870 3670 4542 4772 4178 3552 3330],27.082116788321567,-3.1234906112559457,-322.3442310816136,480.1736180008088,True
0,136.0,32.75,"(24, 25, 26, 27, 28, 29, 30)",[2893 3525 4336 4719 4253 3560 3269],27.120906527868545,-3.084700871708968,-318.3411299603655,480.1736180008088,True
0,137.0,33.0,"(24, 25, 26, 27, 28, 29, 30)",[2879 3520 4271 4585 4080 3436 3291],27.104879215499082,-3.100728184078431,-319.99514859689407,480.1736180008088,True
0,138.0,33.25,"(24, 25, 26, 27, 28, 29, 30)",[2920 3679 4309 4534 4065 3492 3414],27.111839834311755,-3.0937675652657575,-319.2768127354262,480.1736180008088,True
0,139.0,33.5,"(24, 25, 26, 27, 28, 29, 30)",[2825 3485 4280 4637 4215 3505 3209],27.121943302315913,-3.0836640972616003,-318.23413483739716,480.1736180008088,True
0,140.0,33.75,"(24, 25, 26, 27, 28, 29, 30)",[2902 3638 4429 4727 4161 3435 3192],27.020692567567963,-3.18491483200955,-328.6832106633856,480.1736180008088,True
0,141.0,34.0,"(24, 25, 26, 27, 28, 29, 30)",[3100 3814 4496 4674 4205 3474 3238],26.936265161339932,-3.2693422382375807,-337.3961189861183,480.1736180008088,True
0,142.0,34.25,"(24, 25, 26, 27, 28, 29, 30)",[3259 3978 4541 4628 4101 3303 2969],26.69995488043352,-3.505652519143993,-361.7833399756601,480.1736180008088,True
0,143.0,34.5,"(24, 25, 26, 27, 28, 29, 30)",[3108 3831 4568 4797 4263 3438 2977],26.854090194022408,-3.351517205555105,-345.87657561328683,480.1736180008088,True
0,144.0,34.75,"(24, 25, 26, 27, 28, 29, 30)",[3133 3807 4484 4693 4203 3340 2776],26.775706436421107,-3.429900963156406,-353.9657793977411,480.1736180008088,True
0,145.0,35.0,"(24, 25, 26, 27, 28, 29, 30)",[3002 3601 4319 4640 4188 3297 2706],26.84296377324535,-3.3626436263321615,-347.02482223747904,480.1736180008088,True
0,146.0,35.25,"(24, 25, 26, 27, 28, 29, 30)",[3038 3667 4372 4706 4211 3296 2737],26.827430245891584,-3.378177153685929,-348.6278822603879,480.1736180008088,True
0,147.0,35.5,"(24, 25, 26, 27, 28, 29, 30)",[2814 3475 4176 4554 4114 3361 2814],26.970895222802483,-3.23471217677503,-333.8222966431831,480.1736180008088,True
0,148.0,35.75,"(24, 25, 26, 27, 28, 29, 30)",[2681 3275 4015 4482 4310 3499 2891],27.136907531742747,-3.0686998678347663,-316.6898263605479,480.1736180008088,True
0,149.0,36.0,"(25, 26, 27, 28, 29, 30, 31)",[3097 3804 4553 4656 3978 3080 2543],27.654897920959215,-2.550709478618298,-263.2332181934084,480.1736180008088,True
0,150.0,36.25,"(25, 26, 27, 28, 29, 30, 31)",[3004 3660 4367 4647 4149 3361 2775],27.852076635391626,-2.353530764185887,-242.88437486398357,480.1736180008088,True
0,151.0,36.5,"(25, 26, 27, 28, 29, 30, 31)",[3083 3789 4559 4797 4108 3299 2781],27.779097611695995,-2.4265097878815176,-250.41581010937264,480.1736180008088,True
0,152.0,36.75,"(25, 26, 27, 28, 29, 30, 31)",[3149 3868 4664 4850 4228 3397 2785],27.77416798732195,-2.431439412255564,-250.9245473447742,480.1736180008088,True
0,153.0,37.0,"(25, 26, 27, 28, 29, 30, 31)",[3064 3833 4576 4716 4225 3503 2922],27.859457521027824,-2.3461498785496886,-242.12266746632784,480.1736180008088,True
0,154.0,37.25,"(25, 26, 27, 28, 29, 30, 31)",[2969 3765 4507 4663 4236 3609 2881],27.91871921182291,-2.2868881877546023,-236.00686097627496,480.1736180008088,True
0,155.0,37.5,"(25, 26, 27, 28, 29, 30, 31)",[2932 3585 4315 4585 4155 3505 2851],27.943073811931495,-2.2625335876460184,-233.4934662450691,480.1736180008088,True
