,timepoint,time (s),index range around maximum,values range around maximum,max parabola,deviation (pixel),deviation (nm),threshold (nm),thresholded deviation
0,17.0,3.0,"(13, 14, 15, 16, 17, 18, 19)",[3155 4479 5986 6106 4244 2686 1927],15.5449097764611,-1.944988649775798,-200.72282865686236,254.95673893897225,True
0,18.0,3.25,"(12, 13, 14, 15, 16, 17, 18)",[2816 3548 4619 6242 5689 3729 2466],15.019435587816298,-2.4704628384206,-254.95176492500593,254.95673893897225,True
0,19.0,3.5,"(12, 13, 14, 15, 16, 17, 18)",[2539 3374 4547 5716 5354 3471 2464],15.042247386759586,-2.4476510394773126,-252.59758727405867,254.95673893897225,True
0,20.0,3.75,"(12, 13, 14, 15, 16, 17, 18)",[2675 3306 4544 5801 5443 3524 2553],15.053783533765037,-2.4361148924718616,-251.4070569030961,254.95673893897225,True
0,21.0,4.0,"(12, 13, 14, 15, 16, 17, 18)",[2582 3248 4582 6066 5696 3603 2488],15.077753126260593,-2.412145299976306,-248.93339495755475,254.95673893897225,True
0,22.0,4.25,"(12, 13, 14, 15, 16, 17, 18)",[2572 3334 4648 6474 6053 3712 2377],15.071089192277629,-2.4188092339592693,-249.6211129445966,254.95673893897225,True
0,23.0,4.5,"(12, 13, 14, 15, 16, 17, 18)",[2641 3285 4750 6478 5768 3751 2438],15.06272021452403,-2.427178211712869,-250.48479144876805,254.95673893897225,True
0,24.0,4.75,"(12, 13, 14, 15, 16, 17, 18)",[2605 3213 4572 6406 6215 3954 2487],15.127794004611841,-2.362104421625057,-243.76917631170588,254.95673893897225,True
0,25.0,5.0,"(13, 14, 15, 16, 17, 18, 19)",[3080 4413 6289 6449 4156 2560 1736],15.552010529182189,-1.9378878970547095,-199.99003097604603,254.95673893897225,True
0,26.0,5.25,"(13, 14, 15, 16, 17, 18, 19)",[3097 4231 6029 6403 4272 2717 1828],15.595860771401707,-1.8940376548351914,-195.46468597899175,254.95673893897225,True
0,27.0,5.5,"(12, 13, 14, 15, 16, 17, 18)",[2565 3307 4494 5989 5960 3944 2419],15.113592999539447,-2.376305426697451,-245.23472003517693,254.95673893897225,True
0,28.0,5.75,"(13, 14, 15, 16, 17, 18, 19)",[3008 4241 5898 6166 4286 2577 1714],15.581313674618757,-1.9085847516181413,-196.9659463669922,254.95673893897225,True
0,29.0,6.0,"(13, 14, 15, 16, 17, 18, 19)",[2935 4255 5841 6195 4234 2458 1644],15.576113360323905,-1.9137850659129931,-197.5026188022209,254.95673893897225,True
0,30.0,6.25,"(13, 14, 15, 16, 17, 18, 19)",[2949 4021 5665 6260 4288 2473 1674],15.608387868109755,-1.8815105581271432,-194.17188959872118,254.95673893897225,True
0,31.0,6.5,"(13, 14, 15, 16, 17, 18, 19)",[2885 3949 5453 6108 4594 2782 1849],15.69415590719349,-1.795742519043408,-185.3206279652797,254.95673893897225,True
0,32.0,6.75,"(13, 14, 15, 16, 17, 18, 19)",[3016 4167 5657 6167 4438 2653 1826],15.618596103177975,-1.8713023230589236,-193.1183997396809,254.95673893897225,True
0,33.0,7.0,"(13, 14, 15, 16, 17, 18, 19)",[2980 4058 5646 6121 4352 2573 1803],15.617429571704363,-1.872468854532535,-193.2387857877576,254.95673893897225,True
0,34.0,7.25,"(13, 14, 15, 16, 17, 18, 19)",[3281 4475 5973 6071 3906 2413 1765],15.438552159213716,-2.051346267023183,-211.69893475679245,254.95673893897225,True
0,35.0,7.5,"(12, 13, 14, 15, 16, 17, 18)",[2464 3244 4720 6185 5762 3515 2017],15.010790089103347,-2.4791083371335514,-255.8439803921825,254.95673893897225,False
0,36.0,7.75,"(12, 13, 14, 15, 16, 17, 18)",[2596 3362 4921 6309 5852 3718 2180],15.01759465478842,-2.4723037714484786,-255.141749213483,254.95673893897225,False
0,37.0,8.0,"(12, 13, 14, 15, 16, 17, 18)",[2460 3308 4734 6427 5965 3689 2177],15.04956672443675,-2.440331701800149,-251.8422316257754,254.95673893897225,True
0,38.0,8.25,"(12, 13, 14, 15, 16, 17, 18)",[2357 3151 4487 5998 5861 3689 2138],15.082598814532721,-2.407299611704177,-248.43331992787108,254.95673893897225,True
0,39.0,8.5,"(13, 14, 15, 16, 17, 18, 19)",[2784 4106 5877 6185 4053 2278 1590],15.583802816901429,-1.9060956093354697,-196.70906688342046,254.95673893897225,True
0,40.0,8.75,"(13, 14, 15, 16, 17, 18, 19)",[2813 3919 5715 6374 4593 2628 1721],15.689777777777788,-1.8001206484591101,-185.77245092098016,254.95673893897225,True
0,41.0,9.0,"(13, 14, 15, 16, 17, 18, 19)",[2941 4059 5780 6264 4270 2412 1780],15.606642194867268,-1.8832562313696304,-194.35204307734585,254.95673893897225,True
0,42.0,9.25,"(13, 14, 15, 16, 17, 18, 19)",[2762 4003 5962 6253 4297 2539 1815],15.66110503282277,-1.828793393414129,-188.7314782003381,254.95673893897225,True
0,43.0,9.5,"(13, 14, 15, 16, 17, 18, 19)",[2858 4117 5742 5935 4114 2519 1885],15.607525428310767,-1.8823729979261312,-194.26089338597674,254.95673893897225,True
0,44.0,9.75,"(13, 14, 15, 16, 17, 18, 19)",[2822 4080 5692 5858 4071 2585 1907],15.620511762278175,-1.869386663958723,-192.92070372054025,254.95673893897225,True
0,45.0,10.0,"(13, 14, 15, 16, 17, 18, 19)",[2783 3966 5749 6058 4088 2510 1980],15.650060144346442,-1.8398382818904562,-189.8713106910951,254.95673893897225,True
0,46.0,10.25,"(13, 14, 15, 16, 17, 18, 19)",[2621 3871 5695 6209 4496 2736 2054],15.757913466941384,-1.7319849592955148,-178.74084779929714,254.95673893897225,True
0,47.0,10.5,"(13, 14, 15, 16, 17, 18, 19)",[2708 3737 5563 6290 4678 2993 2162],15.809199885833898,-1.6806985404030002,-173.4480893695896,254.95673893897225,True
0,48.0,10.75,"(13, 14, 15, 16, 17, 18, 19)",[2617 3529 5241 6248 4874 2955 2008],15.84437476716752,-1.6455236590693776,-169.81804161595977,254.95673893897225,True
0,49.0,11.0,"(13, 14, 15, 16, 17, 18, 19)",[2527 3226 4871 6237 5198 3168 1923],15.927017170642767,-1.5628812555941316,-161.28934557731438,254.95673893897225,True
0,50.0,11.25,"(13, 14, 15, 16, 17, 18, 19)",[2511 3309 4794 6113 4905 2902 1948],15.885198694567105,-1.6046997316697933,-165.60501230832267,254.95673893897225,True
0,51.0,11.5,"(13, 14, 15, 16, 17, 18, 19)",[2478 3244 4725 5959 4885 3007 2007],15.914338150193457,-1.5755602760434417,-162.59782048768318,254.95673893897225,True
0,52.0,11.75,"(13, 14, 15, 16, 17, 18, 19)",[2406 3126 4499 5720 5115 3289 2051],15.99373237762001,-1.4961660486168888,-154.40433621726294,254.95673893897225,True
0,53.0,12.0,"(13, 14, 15, 16, 17, 18, 19)",[2436 3258 4693 5925 5183 3188 2037],15.958967154345512,-1.5309312718913866,-157.9921072591911,254.95673893897225,True
0,54.0,12.25,"(13, 14, 15, 16, 17, 18, 19)",[2442 3350 4723 6142 5436 3311 2047],15.97469325153375,-1.5152051747031479,-156.36917402936487,254.95673893897225,True
0,55.0,12.5,"(13, 14, 15, 16, 17, 18, 19)",[2368 3163 4725 6107 5480 3413 2014],16.00873751244983,-1.4811609137870683,-152.85580630282544,254.95673893897225,True
0,56.0,12.75,"(13, 14, 15, 16, 17, 18, 19)",[2480 3230 4818 6343 5391 3345 2109],15.985932111090946,-1.5039663151459521,-155.20932372306225,254.95673893897225,True
0,57.0,13.0,"(13, 14, 15, 16, 17, 18, 19)",[2498 3365 4963 6051 5155 3138 2134],15.935314351232568,-1.55458407500433,-160.43307654044685,254.95673893897225,True
0,58.0,13.25,"(13, 14, 15, 16, 17, 18, 19)",[2557 3410 5016 6055 5229 3011 1991],15.893698587614468,-1.5961998386224305,-164.72782334583482,254.95673893897225,True
0,59.0,13.5,"(13, 14, 15, 16, 17, 18, 19)",[2451 3237 5064 6228 5171 3206 1957],15.935804270780599,-1.5540941554562995,-160.3825168430901,254.95673893897225,True
0,60.0,13.75,"(13, 14, 15, 16, 17, 18, 19)",[2563 3388 4982 6003 5374 3151 1945],15.910755992624468,-1.5791424336124305,-162.96749914880283,254.95673893897225,True
0,61.0,14.0,"(13, 14, 15, 16, 17, 18, 19)",[2637 3401 5194 6294 5228 3081 1990],15.885294382562229,-1.6046040436746694,-165.59513730722588,254.95673893897225,True
0,62.0,14.25,"(13, 14, 15, 16, 17, 18, 19)",[2459 3130 4818 6280 5539 3378 1940],15.985085974967841,-1.504812451269057,-155.29664497096667,254.95673893897225,True
0,63.0,14.5,"(13, 14, 15, 16, 17, 18, 19)",[2484 3294 4764 6210 5488 3305 1979],15.96534058471801,-1.524557841518888,-157.33436924474924,254.95673893897225,True
0,64.0,14.75,"(13, 14, 15, 16, 17, 18, 19)",[2556 3378 4980 6171 5093 2943 1799],15.862895435885065,-1.6270029903518335,-167.90670860430922,254.95673893897225,True
0,65.0,15.0,"(13, 14, 15, 16, 17, 18, 19)",[2576 3472 4981 6205 4841 2813 1799],15.824642868162051,-1.665255558074847,-171.8543735933242,254.95673893897225,True
0,66.0,15.25,"(13, 14, 15, 16, 17, 18, 19)",[2565 3392 5019 5959 5042 3068 1795],15.863357025357718,-1.62654140087918,-167.85907257073137,254.95673893897225,True
0,67.0,15.5,"(13, 14, 15, 16, 17, 18, 19)",[2571 3193 4799 5884 4801 2880 1914],15.869863929657992,-1.6200344965789064,-167.18756004694313,254.95673893897225,True
0,68.0,15.75,"(13, 14, 15, 16, 17, 18, 19)",[2546 3370 4750 6192 5193 3227 1961],15.925238600212092,-1.5646598260248066,-161.47289404576003,254.95673893897225,True
0,69.0,16.0,"(13, 14, 15, 16, 17, 18, 19)",[2558 3271 4790 6181 5381 3319 2028],15.958074101587902,-1.531824324648996,-158.08427030377638,254.95673893897225,True
0,70.0,16.25,"(13, 14, 15, 16, 17, 18, 19)",[2594 3494 4888 5992 5221 3119 1985],15.892802547770714,-1.5970958784661846,-164.82029465771026,254.95673893897225,True
0,71.0,16.5,"(13, 14, 15, 16, 17, 18, 19)",[2536 3515 4782 6012 5103 3202 2009],15.908677125702116,-1.5812213005347822,-163.1820382151895,254.95673893897225,True
0,72.0,16.75,"(13, 14, 15, 16, 17, 18, 19)",[2597 3221 4573 5925 5296 3313 2029],15.960383735957851,-1.529514690279047,-157.84591603679766,254.95673893897225,True
0,73.0,17.0,"(13, 14, 15, 16, 17, 18, 19)",[2481 3205 4465 5913 5381 3372 1939],15.981859118687687,-1.5080393075492111,-155.62965653907858,254.95673893897225,True
0,74.0,17.25,"(13, 14, 15, 16, 17, 18, 19)",[2585 3090 4437 5883 5651 3699 2117],16.05091461401308,-1.4389838122238174,-148.50312942149796,254.95673893897225,True
0,75.0,17.5,"(14, 15, 16, 17, 18, 19, 20)",[3072 4167 5641 5742 3901 2215 1614],16.46644652748194,-1.02345189875496,-105.62023595151186,254.95673893897225,True
0,76.0,17.75,"(14, 15, 16, 17, 18, 19, 20)",[2884 4209 5797 5890 4042 2237 1591],16.532050029314092,-0.957848396922806,-98.84995456243358,254.95673893897225,True
0,77.0,18.0,"(13, 14, 15, 16, 17, 18, 19)",[2524 3153 4380 6018 6000 4025 2184],16.11101288204092,-1.3788855441959775,-142.3009881610249,254.95673893897225,True
0,78.0,18.25,"(14, 15, 16, 17, 18, 19, 20)",[3119 4261 5791 5798 3865 2122 1487],16.428424304840412,-1.0614741213964862,-109.54412932811738,254.95673893897225,True
0,79.0,18.5,"(13, 14, 15, 16, 17, 18, 19)",[2399 3062 4465 5873 5728 3896 2191],16.111195013013727,-1.378703413223171,-142.28219224463126,254.95673893897225,True
0,80.0,18.75,"(14, 15, 16, 17, 18, 19, 20)",[2952 4051 5601 5737 3922 2200 1572],16.50577914662426,-0.9841192796126386,-101.5611096560243,254.95673893897225,True
0,81.0,19.0,"(14, 15, 16, 17, 18, 19, 20)",[3098 4209 5623 5700 3769 2026 1456],16.40725377579243,-1.0826446504444682,-111.72892792586913,254.95673893897225,True
0,82.0,19.25,"(13, 14, 15, 16, 17, 18, 19)",[2415 3226 4555 5773 5610 3713 2026],16.041201962908683,-1.448696463328215,-149.5054750154718,254.95673893897225,True
0,83.0,19.5,"(13, 14, 15, 16, 17, 18, 19)",[2484 2994 4256 5801 5719 3862 2171],16.113552622764118,-1.3763458034727805,-142.03888691839094,254.95673893897225,True
0,84.0,19.75,"(13, 14, 15, 16, 17, 18, 19)",[2465 3127 4167 5474 5473 3786 2184],16.096895288527804,-1.3930031377090941,-143.7579238115785,254.95673893897225,True
0,85.0,20.0,"(13, 14, 15, 16, 17, 18, 19)",[2451 3169 4501 5708 5438 3614 2088],16.036956666889235,-1.452941759347663,-149.94358956467883,254.95673893897225,True
0,86.0,20.25,"(13, 14, 15, 16, 17, 18, 19)",[2481 3045 4259 5480 5333 3682 2120],16.06852406919217,-1.42137435704473,-146.68583364701612,254.95673893897225,True
0,87.0,20.5,"(13, 14, 15, 16, 17, 18, 19)",[2442 3100 4216 5385 5164 3715 2078],16.060155096011822,-1.429743330225076,-147.54951167922783,254.95673893897225,True
0,88.0,20.75,"(13, 14, 15, 16, 17, 18, 19)",[2475 2986 4215 5396 5214 3667 2058],16.0611997353525,-1.4286986908843993,-147.44170489927,254.95673893897225,True
0,89.0,21.0,"(13, 14, 15, 16, 17, 18, 19)",[2513 3146 4400 5464 5344 3694 1966],16.02085874603563,-1.46903968020127,-151.60489499677107,254.95673893897225,True
0,90.0,21.25,"(13, 14, 15, 16, 17, 18, 19)",[2537 3250 4444 5475 5180 3462 1986],15.973736548638,-1.5161618775988988,-156.46790576820635,254.95673893897225,True
0,91.0,21.5,"(13, 14, 15, 16, 17, 18, 19)",[2636 3155 4488 5910 5323 3278 1924],15.947725696164907,-1.5421727300719912,-159.15222574342948,254.95673893897225,True
0,92.0,21.75,"(13, 14, 15, 16, 17, 18, 19)",[2601 3120 4411 5763 5421 3440 1995],15.991477272727275,-1.4984211535096232,-154.63706304219312,254.95673893897225,True
0,93.0,22.0,"(13, 14, 15, 16, 17, 18, 19)",[2462 3229 4687 6096 5548 3398 1954],15.985231300554402,-1.5046671256824968,-155.2816473704337,254.95673893897225,True
0,94.0,22.25,"(13, 14, 15, 16, 17, 18, 19)",[2494 3245 4609 6085 5471 3295 1910],15.963605651105658,-1.5262927751312407,-157.51341439354405,254.95673893897225,True
0,95.0,22.5,"(13, 14, 15, 16, 17, 18, 19)",[2513 3206 4615 6166 5578 3455 2029],16.000414963268064,-1.4894834629688347,-153.71469337838374,254.95673893897225,True
0,96.0,22.75,"(13, 14, 15, 16, 17, 18, 19)",[2465 2989 4540 6323 5841 3629 2064],16.06117194436224,-1.4287264818746586,-147.44457292946475,254.95673893897225,True
0,97.0,23.0,"(13, 14, 15, 16, 17, 18, 19)",[2566 3152 4823 6454 5845 3554 2011],16.00691283812796,-1.4829855881089387,-153.04411269284245,254.95673893897225,True
0,98.0,23.25,"(13, 14, 15, 16, 17, 18, 19)",[2449 3206 4806 6453 5772 3607 2129],16.03497229916898,-1.4549261270679175,-150.14837631340907,254.95673893897225,True
0,99.0,23.5,"(13, 14, 15, 16, 17, 18, 19)",[2418 3065 4516 6007 5868 3878 2271],16.11991492043485,-1.3699835058020469,-141.38229779877125,254.95673893897225,True
0,100.0,23.75,"(14, 15, 16, 17, 18, 19, 20)",[2842 4180 5862 6013 4106 2336 1582],16.56539766302303,-0.9245007632138673,-95.4084787636711,254.95673893897225,True
0,101.0,24.0,"(14, 15, 16, 17, 18, 19, 20)",[2872 4027 5601 5946 4335 2457 1664],16.610345496894453,-0.8795529293424451,-90.76986230814033,254.95673893897225,True
0,102.0,24.25,"(14, 15, 16, 17, 18, 19, 20)",[2917 4148 5656 5726 4017 2347 1578],16.528422982885125,-0.9614754433517732,-99.22426575390298,254.95673893897225,True
0,103.0,24.5,"(14, 15, 16, 17, 18, 19, 20)",[2743 3914 5675 6027 4853 2642 1703],16.709252286175396,-0.7806461400615028,-80.56268165434709,254.95673893897225,True
0,104.0,24.75,"(14, 15, 16, 17, 18, 19, 20)",[2717 3738 5092 6061 5011 2706 1779],16.76807595173514,-0.7218224745017601,-74.49207936858164,254.95673893897225,True
0,105.0,25.0,"(14, 15, 16, 17, 18, 19, 20)",[2635 3504 4978 5465 4665 2655 1735],16.755813953488413,-0.734084472748485,-75.75751758764365,254.95673893897225,True
0,106.0,25.25,"(14, 15, 16, 17, 18, 19, 20)",[2638 3436 4799 5476 4864 2846 1780],16.807884595354686,-0.6820138308822123,-70.38382734704432,254.95673893897225,True
0,107.0,25.5,"(14, 15, 16, 17, 18, 19, 20)",[2631 3492 4677 5853 5042 2827 1855],16.83610935996553,-0.6537890662713686,-67.47103163920524,254.95673893897225,True
0,108.0,25.75,"(14, 15, 16, 17, 18, 19, 20)",[2553 3290 5168 6007 5037 2821 1716],16.838729052795994,-0.6511693734409043,-67.20067933910133,254.95673893897225,True
0,109.0,26.0,"(14, 15, 16, 17, 18, 19, 20)",[2796 3816 5291 6385 4877 2803 1873],16.761047738462988,-0.7288506877739103,-75.21739097826755,254.95673893897225,True
0,110.0,26.25,"(14, 15, 16, 17, 18, 19, 20)",[2737 3875 5555 6252 4721 2609 1697],16.711014079486755,-0.778884346750143,-80.38086458461476,254.95673893897225,True
0,111.0,26.5,"(14, 15, 16, 17, 18, 19, 20)",[2911 3987 6053 6655 4319 2457 1651],16.631764301666422,-0.8581341245704763,-88.55944165567315,254.95673893897225,True
0,112.0,26.75,"(14, 15, 16, 17, 18, 19, 20)",[2861 4104 5840 6551 4347 2476 1624],16.630460104834054,-0.8594383214028447,-88.69403476877358,254.95673893897225,True
0,113.0,27.0,"(14, 15, 16, 17, 18, 19, 20)",[2976 4359 6017 6150 4046 2256 1648],16.518724936057385,-0.9711734901795133,-100.22510418652577,254.95673893897225,True
0,114.0,27.25,"(13, 14, 15, 16, 17, 18, 19)",[2378 2881 4269 6336 6259 4001 2275],16.17471704839141,-1.3151813778454873,-135.72671819365428,254.95673893897225,True
0,115.0,27.5,"(14, 15, 16, 17, 18, 19, 20)",[2918 4009 5892 6316 4192 2493 1700],16.612070560661234,-0.8778278655756644,-90.59183572740857,254.95673893897225,True
0,116.0,27.75,"(14, 15, 16, 17, 18, 19, 20)",[2896 3941 5892 6262 4467 2445 1650],16.63370265009736,-0.8561957761395398,-88.3594040976005,254.95673893897225,True
0,117.0,28.0,"(14, 15, 16, 17, 18, 19, 20)",[2866 3761 5705 6354 4369 2647 1700],16.67712143379667,-0.8127769924402273,-83.87858561983145,254.95673893897225,True
0,118.0,28.25,"(14, 15, 16, 17, 18, 19, 20)",[2743 3889 5751 6338 4630 2592 1663],16.697301610329358,-0.7925968159075403,-81.79599140165816,254.95673893897225,True
0,119.0,28.5,"(14, 15, 16, 17, 18, 19, 20)",[2791 3850 5443 6125 4489 2566 1723],16.68199583937468,-0.8079025868622196,-83.37554696418107,254.95673893897225,True
0,120.0,28.75,"(14, 15, 16, 17, 18, 19, 20)",[2711 3850 5501 6037 4510 2543 1595],16.68057639888522,-0.8093220273516799,-83.52203322269337,254.95673893897225,True
0,121.0,29.0,"(14, 15, 16, 17, 18, 19, 20)",[2681 3721 5524 6451 4794 2713 1694],16.754593928274556,-0.7353044979623427,-75.88342418971376,254.95673893897225,True
0,122.0,29.25,"(14, 15, 16, 17, 18, 19, 20)",[2775 3702 5475 6179 4725 2593 1629],16.711406775588703,-0.7784916506481956,-80.34033834689379,254.95673893897225,True
0,123.0,29.5,"(14, 15, 16, 17, 18, 19, 20)",[2908 3803 5650 6352 4645 2535 1625],16.670363982395656,-0.819534443841242,-84.57595460441617,254.95673893897225,True
0,124.0,29.75,"(14, 15, 16, 17, 18, 19, 20)",[2801 3718 5370 6352 4732 2588 1702],16.720096990873255,-0.7698014353636431,-79.44350812952797,254.95673893897225,True
0,125.0,30.0,"(14, 15, 16, 17, 18, 19, 20)",[2611 3863 5484 6211 4506 2543 1694],16.71301330769928,-0.7768851185376171,-80.17454423308209,254.95673893897225,True
0,126.0,30.25,"(14, 15, 16, 17, 18, 19, 20)",[2893 3835 5481 6061 4463 2660 1726],16.667425196087958,-0.8224732301489404,-84.87923735137065,254.95673893897225,True
0,127.0,30.5,"(14, 15, 16, 17, 18, 19, 20)",[2898 3925 5705 6140 4406 2643 1731],16.652072571500604,-0.8378258547362947,-86.46362820878562,254.95673893897225,True
0,128.0,30.75,"(14, 15, 16, 17, 18, 19, 20)",[2988 4198 5772 6085 3901 2200 1554],16.50231655192669,-0.9875818743102087,-101.91844942881353,254.95673893897225,True
0,129.0,31.0,"(14, 15, 16, 17, 18, 19, 20)",[3107 4268 5921 6123 4068 2477 1636],16.519516003122604,-0.9703824231142946,-100.1434660653952,254.95673893897225,True
0,130.0,31.25,"(14, 15, 16, 17, 18, 19, 20)",[2965 4275 5938 6221 4065 2328 1448],16.528542707444903,-0.9613557187919959,-99.21191017933398,254.95673893897225,True
0,131.0,31.5,"(14, 15, 16, 17, 18, 19, 20)",[2965 4149 5637 6162 4280 2527 1621],16.58849979344756,-0.9013986327893377,-93.02433890385966,254.95673893897225,True
0,132.0,31.75,"(14, 15, 16, 17, 18, 19, 20)",[2831 3970 5650 5983 4209 2490 1620],16.61441735457865,-0.8754810716582497,-90.34964659513136,254.95673893897225,True
0,133.0,32.0,"(14, 15, 16, 17, 18, 19, 20)",[2927 4067 5890 6269 4360 2577 1634],16.618924320886745,-0.8709741053501538,-89.88452767213587,254.95673893897225,True
0,134.0,32.25,"(14, 15, 16, 17, 18, 19, 20)",[2984 4171 5868 6309 4424 2587 1756],16.616068122917472,-0.8738303033194263,-90.1792873025648,254.95673893897225,True
0,135.0,32.5,"(14, 15, 16, 17, 18, 19, 20)",[3002 4081 5911 6252 4259 2513 1653],16.58898055391872,-0.9009178723181783,-92.974724423236,254.95673893897225,True
0,136.0,32.75,"(14, 15, 16, 17, 18, 19, 20)",[2970 4077 5967 6428 4626 2608 1754],16.648947477192916,-0.8409509490439824,-86.78613794133898,254.95673893897225,True
0,137.0,33.0,"(14, 15, 16, 17, 18, 19, 20)",[3003 4151 5730 6440 4823 2668 1754],16.66016530891364,-0.8297331173232578,-85.6284577077602,254.95673893897225,True
0,138.0,33.25,"(14, 15, 16, 17, 18, 19, 20)",[2863 4044 5721 6372 4578 2600 1757],16.668814781433117,-0.8210836448037817,-84.73583214375027,254.95673893897225,True
0,139.0,33.5,"(14, 15, 16, 17, 18, 19, 20)",[2850 4020 5841 6404 4692 2649 1635],16.675079045702823,-0.8148193805340753,-84.08936007111657,254.95673893897225,True
0,140.0,33.75,"(14, 15, 16, 17, 18, 19, 20)",[2882 4106 5985 6485 4502 2570 1543],16.635502891484332,-0.854395534752566,-88.1736191864648,254.95673893897225,True
0,141.0,34.0,"(14, 15, 16, 17, 18, 19, 20)",[2997 4358 6255 6478 4343 2400 1541],16.563228238519574,-0.926670187717324,-95.63236337242783,254.95673893897225,True
0,142.0,34.25,"(13, 14, 15, 16, 17, 18, 19)",[2552 3136 4571 6388 6359 4182 2185],16.120278731569382,-1.3696196946675165,-141.3447524896877,254.95673893897225,True
0,143.0,34.5,"(14, 15, 16, 17, 18, 19, 20)",[3218 4410 6319 6758 4444 2334 1514],16.531462942710565,-0.9584354835263333,-98.9105418999176,254.95673893897225,True
0,144.0,34.75,"(14, 15, 16, 17, 18, 19, 20)",[3055 4312 6168 6677 4622 2434 1549],16.59149148593936,-0.8984069402975372,-92.71559623870584,254.95673893897225,True
0,145.0,35.0,"(14, 15, 16, 17, 18, 19, 20)",[3072 4196 5805 6379 4532 2521 1588],16.590318114786207,-0.8995803114506913,-92.83668814171133,254.95673893897225,True
0,146.0,35.25,"(14, 15, 16, 17, 18, 19, 20)",[3028 4190 5959 6199 4437 2544 1631],16.586787604392953,-0.9031108218439456,-93.2010368142952,254.95673893897225,True
0,147.0,35.5,"(14, 15, 16, 17, 18, 19, 20)",[3113 4225 6032 6414 4312 2505 1597],16.560564910374836,-0.9293335158620621,-95.90721883696482,254.95673893897225,True
0,148.0,35.75,"(14, 15, 16, 17, 18, 19, 20)",[3106 4436 6203 6241 4109 2369 1559],16.499508825786688,-0.9903896004502108,-102.20820676646177,254.95673893897225,True
0,149.0,36.0,"(14, 15, 16, 17, 18, 19, 20)",[3107 4360 5869 5922 3973 2409 1605],16.47878869629734,-1.0111097299395588,-104.34652412976247,254.95673893897225,True
0,150.0,36.25,"(14, 15, 16, 17, 18, 19, 20)",[3014 4300 5830 5873 3998 2333 1562],16.495514354067026,-0.994384072169872,-102.6204362479308,254.95673893897225,True
0,151.0,36.5,"(14, 15, 16, 17, 18, 19, 20)",[3021 4170 5809 6043 4173 2465 1682],16.55577884521129,-0.9341195810256089,-96.40114076184284,254.95673893897225,True
0,152.0,36.75,"(14, 15, 16, 17, 18, 19, 20)",[2977 4248 6086 6280 4374 2478 1553],16.577961595273305,-0.9119368309635938,-94.11188095544287,254.95673893897225,True
0,153.0,37.0,"(14, 15, 16, 17, 18, 19, 20)",[2898 4183 5939 6659 4595 2524 1625],16.642885214608572,-0.847013211628326,-87.41176344004325,254.95673893897225,True
0,154.0,37.25,"(14, 15, 16, 17, 18, 19, 20)",[2878 4040 5839 6659 4770 2640 1697],16.687591322917875,-0.8023071033190234,-82.79809306252322,254.95673893897225,True
0,155.0,37.5,"(14, 15, 16, 17, 18, 19, 20)",[2665 3788 5728 6760 5189 2868 1830],16.80367670704259,-0.6862217191943074,-70.81808142085252,254.95673893897225,True
