,timepoint,time (s),index range around maximum,values range around maximum,max parabola,deviation (pixel),deviation (nm),threshold (nm),thresholded deviation
0,22.0,4.25,"(16, 17, 18, 19, 20, 21, 22)",[2091 2397 2793 3167 2972 2166 1368],18.709662140827295,1.4282085623786394,147.39112363747557,418.04051352186065,True
0,23.0,4.5,"(16, 17, 18, 19, 20, 21, 22)",[2075 2437 2876 3160 2987 2154 1273],18.681851879309075,1.4003983008604202,144.52110464879536,418.04051352186065,True
0,24.0,4.75,"(16, 17, 18, 19, 20, 21, 22)",[2209 2552 2885 3135 2975 2205 1338],18.610375454178442,1.3289218757297867,137.14473757531397,418.04051352186065,True
0,25.0,5.0,"(16, 17, 18, 19, 20, 21, 22)",[2135 2512 2867 3097 2992 2260 1399],18.684383895892644,1.4029303174439889,144.78240876021965,418.04051352186065,True
0,26.0,5.25,"(16, 17, 18, 19, 20, 21, 22)",[2182 2470 2785 3125 3065 2308 1438],18.714309623430967,1.4328560449823122,147.87074384217465,418.04051352186065,True
0,27.0,5.5,"(16, 17, 18, 19, 20, 21, 22)",[2129 2477 2816 3027 2952 2296 1413],18.695693043924116,1.414239465475461,145.94951283706757,418.04051352186065,True
0,28.0,5.75,"(16, 17, 18, 19, 20, 21, 22)",[2152 2421 2806 3172 3070 2317 1416],18.74126322539276,1.4598096469441053,150.65235556463168,418.04051352186065,True
0,29.0,6.0,"(16, 17, 18, 19, 20, 21, 22)",[2335 2670 3032 3194 2894 2073 1301],18.46250202036529,1.1810484419166336,121.88419920579659,418.04051352186065,True
0,30.0,6.25,"(16, 17, 18, 19, 20, 21, 22)",[2252 2628 2939 3206 3101 2346 1465],18.664657334735825,1.3832037562871697,142.74662764883593,418.04051352186065,True
0,31.0,6.5,"(16, 17, 18, 19, 20, 21, 22)",[2235 2513 2817 3087 3021 2358 1430],18.67222848227443,1.3907749038257755,143.52797007482005,418.04051352186065,True
0,32.0,6.75,"(16, 17, 18, 19, 20, 21, 22)",[2148 2457 2875 3199 3113 2399 1524],18.78830645161291,1.5068528731642559,155.50721651055122,418.04051352186065,True
0,33.0,7.0,"(16, 17, 18, 19, 20, 21, 22)",[2248 2581 2887 3138 2988 2271 1433],18.622324159021417,1.340870580572762,138.37784391510905,418.04051352186065,True
0,34.0,7.25,"(16, 17, 18, 19, 20, 21, 22)",[2210 2504 2910 3254 3148 2449 1587],18.786030315444496,1.5045767369958405,155.27231925797074,418.04051352186065,True
0,35.0,7.5,"(17, 18, 19, 20, 21, 22, 23)",[2523 2836 3153 3183 2641 1704 1063],19.119008535784577,1.8375549573359216,189.6356715970671,418.04051352186065,True
0,36.0,7.75,"(17, 18, 19, 20, 21, 22, 23)",[2400 2700 3077 3109 2582 1785 1184],19.220438527799466,1.938984949350811,200.10324677300366,418.04051352186065,True
0,37.0,8.0,"(17, 18, 19, 20, 21, 22, 23)",[2357 2774 3160 3258 2730 1797 1116],19.313151383369508,2.031697804920853,209.67121346783202,418.04051352186065,True
0,38.0,8.25,"(17, 18, 19, 20, 21, 22, 23)",[2441 2791 3065 3168 2751 1898 1192],19.266373902132937,1.9849203236842818,204.8437774042179,418.04051352186065,True
0,39.0,8.5,"(17, 18, 19, 20, 21, 22, 23)",[2517 2860 3172 3252 2708 1759 1094],19.17394584292855,1.8924922644798947,195.30520169432515,418.04051352186065,True
0,40.0,8.75,"(17, 18, 19, 20, 21, 22, 23)",[2575 2831 3060 3151 2614 1693 1118],19.04672520383471,1.765271625386056,182.176031739841,418.04051352186065,True
0,41.0,9.0,"(17, 18, 19, 20, 21, 22, 23)",[2433 2726 2973 2999 2541 1772 1163],19.126254972532614,1.8448013940839587,190.38350386946453,418.04051352186065,True
0,42.0,9.25,"(17, 18, 19, 20, 21, 22, 23)",[2403 2740 2991 3063 2683 1836 1171],19.235531392493808,1.954077814045153,201.66083040945978,418.04051352186065,True
0,43.0,9.5,"(17, 18, 19, 20, 21, 22, 23)",[2372 2733 3058 3208 2789 1851 1156],19.330754731799203,2.049301153350548,211.48787902577658,418.04051352186065,True
0,44.0,9.75,"(17, 18, 19, 20, 21, 22, 23)",[2347 2715 3053 3151 2735 1903 1178],19.337802803208238,2.0563492247595825,212.2152399951889,418.04051352186065,True
0,45.0,10.0,"(17, 18, 19, 20, 21, 22, 23)",[2303 2674 3051 3202 2838 1934 1173],19.417754868270283,2.1363012898216276,220.46629310959196,418.04051352186065,True
0,46.0,10.25,"(17, 18, 19, 20, 21, 22, 23)",[2341 2630 2953 3121 2761 1889 1155],19.35386135353198,2.072407775083324,213.87248238859902,418.04051352186065,True
0,47.0,10.5,"(17, 18, 19, 20, 21, 22, 23)",[2392 2743 3089 3112 2550 1714 1107],19.184667228306605,1.9032136498579497,196.4116486653404,418.04051352186065,True
0,48.0,10.75,"(16, 17, 18, 19, 20, 21, 22)",[2053 2428 2878 3200 3184 2637 1760],18.980496602634013,1.6990430241853574,175.3412400959289,418.04051352186065,True
0,49.0,11.0,"(17, 18, 19, 20, 21, 22, 23)",[2302 2653 3013 3155 2792 1927 1185],19.401904761904706,2.1204511834560513,218.8305621326645,418.04051352186065,True
0,50.0,11.25,"(17, 18, 19, 20, 21, 22, 23)",[2283 2691 3065 3279 3052 2215 1332],19.572356630824324,2.2909030523756684,236.42119500516898,418.04051352186065,True
0,51.0,11.5,"(17, 18, 19, 20, 21, 22, 23)",[2249 2596 2903 3180 3093 2348 1425],19.662262927540883,2.380809349092228,245.69952482631797,418.04051352186065,True
0,52.0,11.75,"(17, 18, 19, 20, 21, 22, 23)",[2210 2611 3083 3422 3168 2226 1330],19.661657960789594,2.3802043823409385,245.63709225758484,418.04051352186065,True
0,53.0,12.0,"(17, 18, 19, 20, 21, 22, 23)",[2286 2716 3111 3371 3080 2182 1336],19.575285007528453,2.2938314290797983,236.72340348103518,418.04051352186065,True
0,54.0,12.25,"(17, 18, 19, 20, 21, 22, 23)",[2302 2659 3053 3339 3022 2082 1262],19.530739045127483,2.2492854666788276,232.126260161255,418.04051352186065,True
0,55.0,12.5,"(17, 18, 19, 20, 21, 22, 23)",[2281 2670 3072 3266 2918 2067 1272],19.504069635993623,2.2226160575449683,229.37397713864073,418.04051352186065,True
0,56.0,12.75,"(17, 18, 19, 20, 21, 22, 23)",[2429 2836 3174 3276 2825 1886 1185],19.311526360217883,2.0300727817692277,209.5035110785843,418.04051352186065,True
0,57.0,13.0,"(17, 18, 19, 20, 21, 22, 23)",[2370 2782 3166 3259 2675 1704 1082],19.265621475298836,1.984167896850181,204.76612695493867,418.04051352186065,True
0,58.0,13.25,"(17, 18, 19, 20, 21, 22, 23)",[2281 2689 3107 3237 2713 1708 1099],19.3446106011252,2.0631570226765454,212.91780474021948,418.04051352186065,True
0,59.0,13.5,"(17, 18, 19, 20, 21, 22, 23)",[2255 2587 2991 3228 2822 1865 1172],19.4481688861985,2.1667153077498433,223.60501975978383,418.04051352186065,True
0,60.0,13.75,"(17, 18, 19, 20, 21, 22, 23)",[2295 2636 2896 3041 2785 1932 1196],19.385296119809343,2.103842541360688,217.116550268423,418.04051352186065,True
0,61.0,14.0,"(17, 18, 19, 20, 21, 22, 23)",[2311 2578 2932 3094 2677 1881 1162],19.354282818043536,2.0728292395948813,213.91597752619177,418.04051352186065,True
0,62.0,14.25,"(17, 18, 19, 20, 21, 22, 23)",[2307 2559 2882 3039 2613 1833 1211],19.320106777667124,2.0386531992184693,210.38901015934601,418.04051352186065,True
0,63.0,14.5,"(17, 18, 19, 20, 21, 22, 23)",[2085 2395 2816 3040 2654 1859 1203],19.52019785655395,2.238744278105294,231.03840950046634,418.04051352186065,True
0,64.0,14.75,"(17, 18, 19, 20, 21, 22, 23)",[2142 2433 2817 2984 2584 1828 1174],19.435894108486842,2.154440530038187,222.33826269994088,418.04051352186065,True
0,65.0,15.0,"(17, 18, 19, 20, 21, 22, 23)",[2058 2379 2740 2958 2640 1808 1137],19.49924981245307,2.217796234004414,228.87657134925553,418.04051352186065,True
0,66.0,15.25,"(17, 18, 19, 20, 21, 22, 23)",[1963 2218 2638 3002 2797 1991 1244],19.700439811044102,2.418986232595447,249.63937920385015,418.04051352186065,True
0,67.0,15.5,"(17, 18, 19, 20, 21, 22, 23)",[1944 2253 2651 2947 2675 1863 1163],19.619941133186117,2.338487554737462,241.33191564890606,418.04051352186065,True
0,68.0,15.75,"(17, 18, 19, 20, 21, 22, 23)",[1917 2203 2578 2839 2569 1764 1117],19.575943923625992,2.294490345177337,236.7914036223012,418.04051352186065,True
0,69.0,16.0,"(17, 18, 19, 20, 21, 22, 23)",[1914 2243 2676 2939 2575 1786 1174],19.59793686303749,2.316483284588834,239.0610749695677,418.04051352186065,True
0,70.0,16.25,"(17, 18, 19, 20, 21, 22, 23)",[1973 2197 2530 2807 2568 1837 1208],19.579400960723323,2.2979473822746677,237.14816985074572,418.04051352186065,True
0,71.0,16.5,"(17, 18, 19, 20, 21, 22, 23)",[1950 2160 2467 2810 2654 1899 1194],19.641229440411603,2.359775861962948,243.52886895457624,418.04051352186065,True
0,72.0,16.75,"(17, 18, 19, 20, 21, 22, 23)",[2043 2294 2660 2958 2713 1924 1232],19.59571527297852,2.314261694529865,238.83180687548204,418.04051352186065,True
0,73.0,17.0,"(17, 18, 19, 20, 21, 22, 23)",[2127 2370 2718 2996 2650 1780 1127],19.46082247419186,2.179368895743206,224.91087004069888,418.04051352186065,True
0,74.0,17.25,"(17, 18, 19, 20, 21, 22, 23)",[2174 2451 2779 3029 2646 1764 1148],19.41622103386804,2.134767455419386,220.3080013992806,418.04051352186065,True
0,75.0,17.5,"(17, 18, 19, 20, 21, 22, 23)",[2199 2582 3006 3069 2525 1649 1062],19.312559694364797,2.031106115916142,209.61015116254583,418.04051352186065,True
0,76.0,17.75,"(17, 18, 19, 20, 21, 22, 23)",[2162 2612 2975 2994 2412 1542  997],19.246718522119533,1.9652649436708778,202.81534218683458,418.04051352186065,True
0,77.0,18.0,"(17, 18, 19, 20, 21, 22, 23)",[2322 2652 2909 2934 2415 1535 1034],19.09516837481692,1.8137147963682665,187.1753669852051,418.04051352186065,True
0,78.0,18.25,"(17, 18, 19, 20, 21, 22, 23)",[2311 2599 2905 3016 2446 1524  997],19.151204975382168,1.8697513969335127,192.95834416353853,418.04051352186065,True
0,79.0,18.5,"(17, 18, 19, 20, 21, 22, 23)",[2195 2514 2901 3025 2556 1706 1066],19.34062140391249,2.0591678254638346,212.50611958786772,418.04051352186065,True
0,80.0,18.75,"(17, 18, 19, 20, 21, 22, 23)",[2208 2561 2925 3096 2594 1675 1089],19.342485549132892,2.061031970684237,212.69849937461325,418.04051352186065,True
0,81.0,19.0,"(17, 18, 19, 20, 21, 22, 23)",[2234 2619 2953 3042 2584 1733 1082],19.31178785146318,2.0303342730145246,209.53049697509894,418.04051352186065,True
0,82.0,19.25,"(17, 18, 19, 20, 21, 22, 23)",[2380 2665 2935 2975 2483 1648 1069],19.11738014483448,1.835926566385826,189.46762165101725,418.04051352186065,True
