,timepoint,time (s),index range around maximum,values range around maximum,max parabola,deviation (pixel),deviation (nm),threshold (nm),thresholded deviation
0,41.0,9.0,"(20, 21, 22, 23, 24, 25, 26)",[2694 3508 4218 4370 3796 2805 1896],22.659002799913843,2.7672409494036643,285.5792659784582,350.58297384456284,True
0,42.0,9.25,"(20, 21, 22, 23, 24, 25, 26)",[2772 3571 4196 4340 3801 2778 1925],22.620340311205645,2.7285784606954664,281.5892971437721,350.58297384456284,True
0,43.0,9.5,"(20, 21, 22, 23, 24, 25, 26)",[2875 3711 4294 4356 3743 2679 1812],22.51900552486188,2.6272436743517,271.1315471930954,350.58297384456284,True
0,44.0,9.75,"(19, 20, 21, 22, 23, 24, 25)",[2130 3030 3919 4456 4205 3497 2450],22.16946517412935,2.2777033236191713,235.05898299749848,350.58297384456284,True
0,45.0,10.0,"(19, 20, 21, 22, 23, 24, 25)",[2084 2845 3775 4480 4395 3661 2590],22.29669464847849,2.4049327979683106,248.18906475032963,350.58297384456284,True
0,46.0,10.25,"(19, 20, 21, 22, 23, 24, 25)",[2067 2848 3823 4534 4507 3709 2490],22.271004375399443,2.379242524889264,245.53782856857205,350.58297384456284,True
0,47.0,10.5,"(19, 20, 21, 22, 23, 24, 25)",[2147 2942 3929 4630 4552 3600 2411],22.193477542152745,2.301715691642567,237.53705937751292,350.58297384456284,True
0,48.0,10.75,"(19, 20, 21, 22, 23, 24, 25)",[2225 3241 4275 4762 4220 3176 2258],21.99416764626096,2.10240579575078,216.9682781214805,350.58297384456284,True
0,49.0,11.0,"(19, 20, 21, 22, 23, 24, 25)",[2550 3593 4588 4796 4150 2942 1983],21.772951216293492,1.8811893657833139,194.13874254883797,350.58297384456284,True
0,50.0,11.25,"(18, 19, 20, 21, 22, 23, 24)",[1900 2837 3927 4688 4565 3676 2642],21.31661864485546,1.4248567943452812,147.04522117643302,350.58297384456284,True
0,51.0,11.5,"(18, 19, 20, 21, 22, 23, 24)",[1953 2787 3867 4755 4739 3884 2714],21.373133981304925,1.481372130794746,152.8776038980178,350.58297384456284,True
0,52.0,11.75,"(18, 19, 20, 21, 22, 23, 24)",[1955 2920 4020 4745 4579 3655 2573],21.263111532728,1.3713496822178222,141.52328720487924,350.58297384456284,True
0,53.0,12.0,"(18, 19, 20, 21, 22, 23, 24)",[2065 2937 4033 4741 4596 3773 2742],21.307407763259018,1.4156459127488397,146.09465819568027,350.58297384456284,True
0,54.0,12.25,"(18, 19, 20, 21, 22, 23, 24)",[2114 2997 4177 4921 4749 3790 2595],21.2356983898416,1.3439365393314198,138.69425085900252,350.58297384456284,True
0,55.0,12.5,"(18, 19, 20, 21, 22, 23, 24)",[2140 3104 4122 4745 4607 3595 2415],21.153536977491953,1.2617751269817745,130.21519310451913,350.58297384456284,True
0,56.0,12.75,"(18, 19, 20, 21, 22, 23, 24)",[2157 2969 3987 4632 4577 3710 2623],21.256151574803145,1.3643897242929661,140.8050195470341,350.58297384456284,True
0,57.0,13.0,"(19, 20, 21, 22, 23, 24, 25)",[2647 3669 4530 4753 4112 2902 1936],21.721768151478003,1.830006300967824,188.85665025987944,350.58297384456284,True
0,58.0,13.25,"(19, 20, 21, 22, 23, 24, 25)",[2459 3541 4567 4854 4279 2970 2095],21.836827122153203,1.9450652716430241,200.7307360335601,350.58297384456284,True
0,59.0,13.5,"(19, 20, 21, 22, 23, 24, 25)",[2336 3174 4177 4679 4302 3246 2250],22.000777458417755,2.109015607907576,217.65041073606187,350.58297384456284,True
0,60.0,13.75,"(19, 20, 21, 22, 23, 24, 25)",[2337 3248 4098 4574 4275 3273 2360],22.022277972905158,2.1305161223949796,219.8692638311619,350.58297384456284,True
0,61.0,14.0,"(19, 20, 21, 22, 23, 24, 25)",[2315 3254 4169 4587 4219 3349 2230],21.99891759272622,2.1071557422160403,217.45847259669534,350.58297384456284,True
0,62.0,14.25,"(19, 20, 21, 22, 23, 24, 25)",[2410 3313 4150 4558 4225 3272 2499],22.0207314480119,2.1289695975017224,219.70966246217776,350.58297384456284,True
0,63.0,14.5,"(19, 20, 21, 22, 23, 24, 25)",[2403 3344 4179 4490 4217 3420 2626],22.071571404765862,2.1798095542556837,224.95634599918657,350.58297384456284,True
0,64.0,14.75,"(19, 20, 21, 22, 23, 24, 25)",[2348 3276 4181 4574 4251 3376 2548],22.068281707827538,2.176519857317359,224.61684927515145,350.58297384456284,True
0,65.0,15.0,"(20, 21, 22, 23, 24, 25, 26)",[3230 4004 4515 4578 3572 2673 2141],22.34419137294821,2.452429522438031,253.09072671560477,350.58297384456284,True
0,66.0,15.25,"(20, 21, 22, 23, 24, 25, 26)",[2911 3840 4541 4784 4059 3174 2212],22.696366647689043,2.8046047971788646,289.43521506885884,350.58297384456284,True
0,67.0,15.5,"(20, 21, 22, 23, 24, 25, 26)",[2717 3679 4335 4415 3972 3180 2221],22.76113688446705,2.869375033956871,296.11950350434904,350.58297384456284,True
0,68.0,15.75,"(20, 21, 22, 23, 24, 25, 26)",[2875 3802 4453 4455 3821 2842 2092],22.587156736115006,2.695394885604827,278.16475219441816,350.58297384456284,True
0,69.0,16.0,"(20, 21, 22, 23, 24, 25, 26)",[2815 3667 4432 4462 3838 3014 2062],22.65859464784107,2.766832797330892,285.537144684548,350.58297384456284,True
0,70.0,16.25,"(20, 21, 22, 23, 24, 25, 26)",[2799 3765 4592 4753 3920 2979 2078],22.672147001934235,2.7803851514240563,286.9357476269626,350.58297384456284,True
0,71.0,16.5,"(19, 20, 21, 22, 23, 24, 25)",[2258 3177 4150 4827 4545 3571 2428],22.11562628056277,2.22386443005259,229.50280918142727,350.58297384456284,True
0,72.0,16.75,"(19, 20, 21, 22, 23, 24, 25)",[2304 3393 4315 4711 4197 3150 2380],21.97309160305343,2.081329752543251,214.79323046246353,350.58297384456284,True
0,73.0,17.0,"(19, 20, 21, 22, 23, 24, 25)",[2373 3303 4323 4785 4255 3193 2390],21.98311885654589,2.091357006035711,215.82804302288537,350.58297384456284,True
0,74.0,17.25,"(19, 20, 21, 22, 23, 24, 25)",[2535 3425 4452 4758 4097 3024 2272],21.858602983917848,1.9668411334076694,202.9780049676715,350.58297384456284,True
0,75.0,17.5,"(19, 20, 21, 22, 23, 24, 25)",[2871 3807 4651 4696 3862 2786 2038],21.595762968955402,1.7040011184452233,175.85291542354702,350.58297384456284,True
0,76.0,17.75,"(19, 20, 21, 22, 23, 24, 25)",[2827 3883 4628 4681 3979 2914 2094],21.639969909729185,1.7482080592190066,180.41507171140148,350.58297384456284,True
0,77.0,18.0,"(19, 20, 21, 22, 23, 24, 25)",[2907 3871 4520 4542 3803 2822 2106],21.566899070385126,1.675137219874948,172.87416109109463,350.58297384456284,True
0,78.0,18.25,"(18, 19, 20, 21, 22, 23, 24)",[2141 2999 3903 4750 4721 3880 2755],21.325274617497055,1.4335127669868761,147.93851755304564,350.58297384456284,True
0,79.0,18.5,"(18, 19, 20, 21, 22, 23, 24)",[2293 3070 4006 4545 4492 3822 2815],21.29414359766184,1.4023817471516615,144.72579630605148,350.58297384456284,True
0,80.0,18.75,"(19, 20, 21, 22, 23, 24, 25)",[2954 3947 4615 4639 3828 2866 2076],21.553002401921532,1.6612405514113533,171.44002490565165,350.58297384456284,True
0,81.0,19.0,"(19, 20, 21, 22, 23, 24, 25)",[3000 3931 4742 4831 3978 3047 2124],21.61035038260169,1.7185885320915126,177.3583365118441,350.58297384456284,True
0,82.0,19.25,"(18, 19, 20, 21, 22, 23, 24)",[2119 3021 4122 4828 4760 4047 3081],21.419080068143096,1.5273182176329172,157.61924005971707,350.58297384456284,True
0,83.0,19.5,"(18, 19, 20, 21, 22, 23, 24)",[2184 2993 4021 4779 4745 3877 2758],21.305303323029364,1.413541472519185,145.8774799639799,350.58297384456284,True
0,84.0,19.75,"(18, 19, 20, 21, 22, 23, 24)",[2179 3136 4252 4922 4678 3786 2821],21.25505168078964,1.363289830279463,140.69151048484056,350.58297384456284,True
0,85.0,20.0,"(18, 19, 20, 21, 22, 23, 24)",[2131 3078 4151 4822 4737 3912 2813],21.303786737000742,1.4120248864905633,145.72096828582616,350.58297384456284,True
0,86.0,20.25,"(18, 19, 20, 21, 22, 23, 24)",[2169 3038 3966 4690 4686 3843 2747],21.302741358760418,1.4109795082502394,145.6130852514247,350.58297384456284,True
0,87.0,20.5,"(18, 19, 20, 21, 22, 23, 24)",[2468 3215 3930 4554 4542 3781 2719],21.21164604170197,1.3198841911917931,136.21204853099306,350.58297384456284,True
0,88.0,20.75,"(18, 19, 20, 21, 22, 23, 24)",[2214 2950 3909 4592 4522 3851 2823],21.344392725698196,1.4526308751880173,149.9115063194034,350.58297384456284,True
0,89.0,21.0,"(18, 19, 20, 21, 22, 23, 24)",[2207 3008 3792 4368 4255 3486 2602],21.222336065573757,1.330574215063578,137.31525899456125,350.58297384456284,True
0,90.0,21.25,"(18, 19, 20, 21, 22, 23, 24)",[2262 2939 3791 4408 4272 3405 2540],21.18923698837796,1.2974751378677816,133.89943422795506,350.58297384456284,True
0,91.0,21.5,"(19, 20, 21, 22, 23, 24, 25)",[3001 3723 4352 4366 3614 2710 2027],21.4742325237332,1.5824706732230212,163.31097347661577,350.58297384456284,True
0,92.0,21.75,"(18, 19, 20, 21, 22, 23, 24)",[2341 3046 3824 4431 4356 3667 2692],21.247996958886482,1.3562351083763033,139.96346318443452,350.58297384456284,True
0,93.0,22.0,"(19, 20, 21, 22, 23, 24, 25)",[3005 3826 4496 4497 3685 2677 2102],21.486526241468574,1.594764390958396,164.57968514690646,350.58297384456284,True
0,94.0,22.25,"(18, 19, 20, 21, 22, 23, 24)",[2348 3006 3924 4506 4459 3711 2691],21.248136611413944,1.3563747609037655,139.9778753252686,350.58297384456284,True
0,95.0,22.5,"(19, 20, 21, 22, 23, 24, 25)",[2923 3638 4245 4304 3644 2738 2150],21.54375563861322,1.6519937881030415,170.4857589322339,350.58297384456284,True
0,96.0,22.75,"(18, 19, 20, 21, 22, 23, 24)",[2268 2967 3788 4394 4337 3630 2746],21.29402878976364,1.4022669392534617,144.71394813095725,350.58297384456284,True
0,97.0,23.0,"(18, 19, 20, 21, 22, 23, 24)",[2296 2972 3735 4259 4112 3398 2755],21.255123352042805,1.3633615015326264,140.69890695816704,350.58297384456284,True
0,98.0,23.25,"(18, 19, 20, 21, 22, 23, 24)",[2198 2883 3548 4103 3977 3364 2723],21.30934501460158,1.4175831640914005,146.29458253423252,350.58297384456284,True
0,99.0,23.5,"(19, 20, 21, 22, 23, 24, 25)",[2735 3378 4024 4044 3414 2816 2175],21.632639885222375,1.7408780347121962,179.65861318229864,350.58297384456284,True
0,100.0,23.75,"(19, 20, 21, 22, 23, 24, 25)",[2795 3546 4101 4114 3535 2824 2119],21.590577261051777,1.6988154105415987,175.31775036789298,350.58297384456284,True
0,101.0,24.0,"(19, 20, 21, 22, 23, 24, 25)",[2777 3390 3920 4016 3647 2897 2044],21.646180081855384,1.7544182313452055,181.05596147482518,350.58297384456284,True
0,102.0,24.25,"(19, 20, 21, 22, 23, 24, 25)",[2654 3511 4015 4016 3439 2756 2049],21.607571591442564,1.7158097409323858,177.07156526422222,350.58297384456284,True
0,103.0,24.5,"(19, 20, 21, 22, 23, 24, 25)",[2820 3586 4026 4110 3609 2896 2206],21.61600422089343,1.7242423703832515,177.94181262355156,350.58297384456284,True
0,104.0,24.75,"(19, 20, 21, 22, 23, 24, 25)",[2680 3337 3943 4223 3921 3250 2600],21.953564328315814,2.061802477805635,212.77801570954156,350.58297384456284,True
0,105.0,25.0,"(19, 20, 21, 22, 23, 24, 25)",[2909 3579 4089 4098 3652 2999 2302],21.621902654867245,1.7301408043570667,178.5505310096493,350.58297384456284,True
0,106.0,25.25,"(19, 20, 21, 22, 23, 24, 25)",[2564 3313 3830 4092 3772 3041 2196],21.833550149603223,1.9417882990930444,200.39255246640218,350.58297384456284,True
0,107.0,25.5,"(19, 20, 21, 22, 23, 24, 25)",[2541 3147 3710 3981 3692 3191 2450],21.976888045540797,2.085126195030618,215.1850233271598,350.58297384456284,True
0,108.0,25.75,"(19, 20, 21, 22, 23, 24, 25)",[2275 2986 3653 4028 3896 3390 2827],22.306475960449834,2.4147141099396556,249.19849614577248,350.58297384456284,True
0,109.0,26.0,"(20, 21, 22, 23, 24, 25, 26)",[2889 3618 4078 4105 3603 2704 1987],22.501856394616446,2.6100945441062677,269.36175695176684,350.58297384456284,True
0,110.0,26.25,"(19, 20, 21, 22, 23, 24, 25)",[2245 2909 3596 4057 3988 3669 2954],22.466576819407,2.5748149688968205,265.72090479015185,350.58297384456284,True
0,111.0,26.5,"(20, 21, 22, 23, 24, 25, 26)",[2832 3575 3998 4118 3538 2731 2078],22.544735030970408,2.6529731804602292,273.78683222349565,350.58297384456284,True
0,112.0,26.75,"(20, 21, 22, 23, 24, 25, 26)",[2756 3449 4035 4062 3504 2753 2049],22.59123989218329,2.6994780416731103,278.586133900665,350.58297384456284,True
0,113.0,27.0,"(20, 21, 22, 23, 24, 25, 26)",[2788 3396 3910 3979 3463 2680 1991],22.5470297029703,2.6552678524601205,274.02364237388446,350.58297384456284,True
0,114.0,27.25,"(20, 21, 22, 23, 24, 25, 26)",[2731 3424 3942 4081 3555 2592 1901],22.564899393165128,2.673137542654949,275.8677944019907,350.58297384456284,True
0,115.0,27.5,"(20, 21, 22, 23, 24, 25, 26)",[2696 3439 3949 3977 3581 2697 1990],22.604791611361822,2.7130297608516436,279.9846713198896,350.58297384456284,True
0,116.0,27.75,"(20, 21, 22, 23, 24, 25, 26)",[2684 3435 3929 3955 3497 2699 1915],22.58177183341058,2.6900099829004027,277.6090302353216,350.58297384456284,True
0,117.0,28.0,"(20, 21, 22, 23, 24, 25, 26)",[2739 3475 4054 4057 3451 2512 1874],22.5097588978186,2.617997047308421,270.17729528222907,350.58297384456284,True
0,118.0,28.25,"(19, 20, 21, 22, 23, 24, 25)",[1999 2686 3438 3982 3947 3411 2597],22.372740515129443,2.480978664619265,256.03699818870814,350.58297384456284,True
0,119.0,28.5,"(19, 20, 21, 22, 23, 24, 25)",[2189 2815 3447 3882 3733 3173 2274],22.127804514336066,2.236042663825888,230.75960290683162,350.58297384456284,True
0,120.0,28.75,"(19, 20, 21, 22, 23, 24, 25)",[2106 2759 3505 3944 3827 3261 2386],22.212186520376175,2.3204246698659965,239.46782593017082,350.58297384456284,True
0,121.0,29.0,"(19, 20, 21, 22, 23, 24, 25)",[2210 2876 3526 3924 3806 3217 2372],22.14693546204843,2.2551736115382504,232.73391671074745,350.58297384456284,True
0,122.0,29.25,"(19, 20, 21, 22, 23, 24, 25)",[2237 2913 3559 3937 3847 3130 2302],22.090072686791952,2.198310836281774,226.86567830427907,350.58297384456284,True
0,123.0,29.5,"(19, 20, 21, 22, 23, 24, 25)",[2253 2973 3652 3985 3943 3314 2371],22.127555270746548,2.2357934202363694,230.73388096839332,350.58297384456284,True
0,124.0,29.75,"(19, 20, 21, 22, 23, 24, 25)",[2247 2964 3540 3924 3821 3294 2503],22.182728633544794,2.290966783034616,236.42777200917237,350.58297384456284,True
0,125.0,30.0,"(19, 20, 21, 22, 23, 24, 25)",[2160 3051 3823 4152 4023 3344 2460],22.148363252375916,2.256601401865737,232.88126467254406,350.58297384456284,True
0,126.0,30.25,"(19, 20, 21, 22, 23, 24, 25)",[2520 3207 3912 4133 3870 3251 2402],21.96974063400576,2.077978783495581,214.44741045674397,350.58297384456284,True
0,127.0,30.5,"(19, 20, 21, 22, 23, 24, 25)",[2448 3152 3884 4151 3905 3151 2290],21.958079970517776,2.0663181200075975,213.24402998478405,350.58297384456284,True
0,128.0,30.75,"(19, 20, 21, 22, 23, 24, 25)",[2429 3324 3995 4246 3934 3258 2357],21.963571046849946,2.0718091963397676,213.810709062264,350.58297384456284,True
0,129.0,31.0,"(19, 20, 21, 22, 23, 24, 25)",[2346 3134 3959 4266 3904 3258 2478],22.053438577390672,2.1616767268804935,223.0850382140669,350.58297384456284,True
0,130.0,31.25,"(19, 20, 21, 22, 23, 24, 25)",[2411 3298 4119 4362 4025 3197 2437],21.981462585034013,2.0897007345238343,215.6571158028597,350.58297384456284,True
0,131.0,31.5,"(19, 20, 21, 22, 23, 24, 25)",[2444 3282 4125 4377 3953 3197 2428],21.96634449430445,2.0745826437942725,214.09692883956893,350.58297384456284,True
0,132.0,31.75,"(19, 20, 21, 22, 23, 24, 25)",[2341 3250 3949 4336 4153 3314 2549],22.08337209302325,2.1916102425130717,226.17417702734897,350.58297384456284,True
0,133.0,32.0,"(19, 20, 21, 22, 23, 24, 25)",[2468 3320 4091 4326 4021 3315 2449],21.987950747581344,2.0961888970711655,216.3266941777443,350.58297384456284,True
0,134.0,32.25,"(19, 20, 21, 22, 23, 24, 25)",[2422 3324 3965 4174 4000 3260 2419],21.990662760893446,2.098900910383268,216.60657395155326,350.58297384456284,True
0,135.0,32.5,"(19, 20, 21, 22, 23, 24, 25)",[2311 3133 3952 4335 4164 3466 2572],22.144242459329583,2.252480608819404,232.45599883016249,350.58297384456284,True
0,136.0,32.75,"(19, 20, 21, 22, 23, 24, 25)",[2231 3060 3893 4366 4255 3476 2675],22.21803429623662,2.326272445726442,240.0713163989688,350.58297384456284,True
0,137.0,33.0,"(19, 20, 21, 22, 23, 24, 25)",[2245 3152 3879 4354 4249 3490 2754],22.22966379053853,2.3379019400283525,241.27148021092597,350.58297384456284,True
0,138.0,33.25,"(19, 20, 21, 22, 23, 24, 25)",[2243 3047 3828 4314 4309 3636 2818],22.310231023102308,2.418469172592129,249.58601861150774,350.58297384456284,True
0,139.0,33.5,"(19, 20, 21, 22, 23, 24, 25)",[2188 3127 3999 4361 4205 3579 2752],22.242164093109007,2.350402242598829,242.56151143619914,350.58297384456284,True
0,140.0,33.75,"(19, 20, 21, 22, 23, 24, 25)",[2441 3215 3928 4228 3968 3339 2584],22.06949919224555,2.177737341735373,224.74249366709049,350.58297384456284,True
0,141.0,34.0,"(19, 20, 21, 22, 23, 24, 25)",[2279 3005 3790 4144 4000 3584 2953],22.368852459016395,2.4770906085062165,255.63575079784155,350.58297384456284,True
0,142.0,34.25,"(19, 20, 21, 22, 23, 24, 25)",[2170 2840 3719 4138 4041 3527 3017],22.457328919910765,2.5655670694005863,264.76652156214055,350.58297384456284,True
0,143.0,34.5,"(20, 21, 22, 23, 24, 25, 26)",[2920 3734 4254 4256 3633 3103 2460],22.64494015233949,2.753178301829312,284.128000748785,350.58297384456284,True
0,144.0,34.75,"(20, 21, 22, 23, 24, 25, 26)",[2856 3693 4266 4342 3762 2961 2456],22.680902497985496,2.7891406474753175,287.8393148194528,350.58297384456284,True
0,145.0,35.0,"(19, 20, 21, 22, 23, 24, 25)",[2133 2889 3865 4507 4500 3715 2981],22.412835412749953,2.521073562239774,260.1747916231447,350.58297384456284,True
0,146.0,35.25,"(19, 20, 21, 22, 23, 24, 25)",[2183 2991 3810 4338 4278 3767 2967],22.413336694819105,2.521574844308926,260.2265239326812,350.58297384456284,True
0,147.0,35.5,"(19, 20, 21, 22, 23, 24, 25)",[2199 2953 3792 4254 4138 3589 2824],22.33391753234338,2.442155681833203,252.03046636518656,350.58297384456284,True
0,148.0,35.75,"(19, 20, 21, 22, 23, 24, 25)",[2362 3014 3719 4162 4140 3565 2834],22.309477009477003,2.417715158966825,249.50820440537632,350.58297384456284,True
0,149.0,36.0,"(19, 20, 21, 22, 23, 24, 25)",[2280 3112 3811 4187 3985 3380 2717],22.200085802917293,2.3083239524071146,238.21903188841424,350.58297384456284,True
0,150.0,36.25,"(19, 20, 21, 22, 23, 24, 25)",[2292 3086 3717 3998 3879 3507 2728],22.25350877192981,2.3617469214196305,243.73228229050585,350.58297384456284,True
0,151.0,36.5,"(19, 20, 21, 22, 23, 24, 25)",[2261 3088 3740 4038 3839 3394 2627],22.187798463561485,2.2960366130513066,236.95097846689484,350.58297384456284,True
0,152.0,36.75,"(20, 21, 22, 23, 24, 25, 26)",[2999 3617 3929 3947 3640 2867 2110],22.483861003860998,2.5920991533508193,267.50463262580456,350.58297384456284,True
0,153.0,37.0,"(20, 21, 22, 23, 24, 25, 26)",[2614 3304 3878 4085 3679 3061 2242],22.81661122802253,2.924849377512352,301.8444557592747,350.58297384456284,True
0,154.0,37.25,"(20, 21, 22, 23, 24, 25, 26)",[2852 3367 3929 4085 3607 2942 2138],22.644877839691386,2.7531159891812074,284.12157008350056,350.58297384456284,True
0,155.0,37.5,"(19, 20, 21, 22, 23, 24, 25)",[2179 2917 3560 3968 3965 3471 2691],22.32443072994253,2.4326688794323523,251.05142835741879,350.58297384456284,True
0,156.0,37.75,"(19, 20, 21, 22, 23, 24, 25)",[2227 2970 3689 4010 3967 3562 2834],22.35937385973875,2.4676120092285707,254.6575593523885,350.58297384456284,True
0,157.0,38.0,"(20, 21, 22, 23, 24, 25, 26)",[2998 3525 3878 3937 3571 2980 2124],22.51714056868242,2.625378718172243,270.93908371537543,350.58297384456284,True
0,158.0,38.25,"(19, 20, 21, 22, 23, 24, 25)",[2466 3179 3701 3894 3885 3617 2948],22.333718039772727,2.441956189262548,252.00987873189496,350.58297384456284,True
